chr1	0	10000	44.21705426
chr1	10000	20000	44.47813411
chr1	20000	30000	39.4957265
chr1	30000	40000	37.01118568
chr1	40000	50000	40.12345679
chr1	50000	60000	39.67477204
chr1	60000	70000	43.22294372
chr1	70000	80000	41.93518519
chr1	80000	90000	38.65641026
chr1	90000	100000	28.93802817
chr1	100000	110000	26.87124464
chr1	110000	120000	22.31198347
chr1	120000	130000	25.71794872
chr1	130000	140000	34.838
chr1	140000	150000	37.08047337
chr1	150000	160000	20.5
chr1	160000	170000	35.464
chr1	170000	180000	32.09761388
chr1	180000	190000	35.05581395
chr1	190000	200000	23.6487069
chr1	200000	210000	32.35585586
chr1	210000	220000	31.45287958
chr1	220000	230000	32.53164557
chr1	230000	240000	34.45140389
chr1	240000	250000	40.55212922
chr1	250000	260000	40.97250859
chr1	260000	270000	37.04693878
chr1	270000	280000	33.87242798
chr1	280000	290000	38.25668449
chr1	290000	300000	25.78425656
chr1	300000	310000	25.46666667
chr1	310000	320000	31.33333333
chr1	320000	330000	23.09770115
chr1	330000	340000	34.04395604
chr1	340000	350000	27.33070866
chr1	350000	360000	31.16157205
chr1	360000	370000	.
chr1	370000	380000	15.80515759
chr1	380000	390000	29.55844156
chr1	390000	400000	41.15981735
chr1	400000	410000	40.63057325
chr1	410000	420000	39.85927505
chr1	420000	430000	41.02637363
chr1	430000	440000	39.71612903
chr1	440000	450000	42.4966443
chr1	450000	460000	43.59176672
chr1	460000	470000	39.55647383
chr1	470000	480000	39.88410596
chr1	480000	490000	41.81072555
chr1	490000	500000	42.77056277
chr1	500000	510000	40.84951456
chr1	510000	520000	40.90663391
chr1	520000	530000	39.05499276
chr1	530000	540000	42.19344774
chr1	540000	550000	41.08590604
chr1	550000	560000	38.52401747
chr1	560000	570000	44.75581395
chr1	570000	580000	42.02356902
chr1	580000	590000	44.72151899
chr1	590000	600000	42.38305085
chr1	600000	610000	41.021875
chr1	610000	620000	41.73273942
chr1	620000	630000	44.02331606
chr1	630000	640000	40.965625
chr1	640000	650000	41.19749216
chr1	650000	660000	42.51581509
chr1	660000	670000	40.99588477
chr1	670000	680000	40.21568627
chr1	680000	690000	43.44723618
chr1	690000	700000	39.20412844
chr1	700000	710000	38.34004474
chr1	710000	720000	41.78074866
chr1	720000	730000	43.40701754
chr1	730000	740000	41.83955224
chr1	740000	750000	39.92030848
chr1	750000	760000	40.8531856
chr1	760000	770000	42.46949602
chr1	770000	780000	39.62153846
chr1	780000	790000	37.34601227
chr1	790000	800000	33.08378378
chr1	800000	810000	39.63595166
chr1	810000	820000	42.94859813
chr1	820000	830000	44.11498258
chr1	830000	840000	42.74749499
chr1	840000	850000	42.35849057
chr1	850000	860000	41.73225806
chr1	860000	870000	40.55726496
chr1	870000	880000	41.73809524
chr1	880000	890000	43.47777778
chr1	890000	900000	42.09259259
chr1	900000	910000	41.1402439
chr1	910000	920000	40.58270677
chr1	920000	930000	43.01591512
chr1	930000	940000	39.86984816
chr1	940000	950000	42.77911647
chr1	950000	960000	42.44875346
chr1	960000	970000	42.18072289
chr1	970000	980000	43.08482143
chr1	980000	990000	41.18214286
chr1	990000	1000000	42.3962963
chr1	1000000	1010000	43.93617021
chr1	1010000	1020000	40.99483204
chr1	1020000	1030000	36.68096515
chr1	1030000	1040000	42
chr1	1040000	1050000	43.768
chr1	1050000	1060000	41.05479452
chr1	1060000	1070000	42.63035019
chr1	1070000	1080000	40.97798742
chr1	1080000	1090000	40.41223404
chr1	1090000	1100000	39.64343164
chr1	1100000	1110000	42.60176991
chr1	1110000	1120000	40.44230769
chr1	1120000	1130000	41.578125
chr1	1130000	1140000	43.20588235
chr1	1140000	1150000	41.15384615
chr1	1150000	1160000	40.47727273
chr1	1160000	1170000	35.85245902
chr1	1170000	1180000	32.6875
chr1	1180000	1190000	37.51054852
chr1	1190000	1200000	31.328125
chr1	1200000	1210000	32.42105263
chr1	1210000	1220000	28.68888889
chr1	1220000	1230000	38.02649007
chr1	1230000	1240000	35.26315789
chr1	1240000	1250000	34.52795031
chr1	1250000	1260000	21.47482014
chr1	1260000	1270000	30.62348178
chr1	1270000	1280000	30.50684932
chr1	1280000	1290000	35.81889764
chr1	1290000	1300000	41.50194553
chr1	1300000	1310000	38.51438849
chr1	1310000	1320000	43.44318182
chr1	1320000	1330000	44.92814371
chr1	1330000	1340000	39.88135593
chr1	1340000	1350000	42.50869565
chr1	1350000	1360000	39.80330579
chr1	1360000	1370000	36.98713826
chr1	1370000	1380000	41.85446009
chr1	1380000	1390000	42.12962963
chr1	1390000	1400000	43.23175966
chr1	1400000	1410000	41.29648241
chr1	1410000	1420000	40.59116022
chr1	1420000	1430000	24.91397849
chr1	1430000	1440000	39.91726619
chr1	1440000	1450000	40.90756303
chr1	1450000	1460000	42.13375796
chr1	1460000	1470000	43.89922481
chr1	1470000	1480000	40.37078652
chr1	1480000	1490000	42.53894081
chr1	1490000	1500000	39.3373494
chr1	1500000	1510000	39.74458874
chr1	1510000	1520000	42.56441718
chr1	1520000	1530000	41.26701571
chr1	1530000	1540000	39.84134615
chr1	1540000	1550000	34.2244898
chr1	1550000	1560000	42.67537313
chr1	1560000	1570000	39.15778689
chr1	1570000	1580000	40.27105263
chr1	1580000	1590000	41.85074627
chr1	1590000	1600000	42.37113402
chr1	1600000	1610000	40.72072072
chr1	1610000	1620000	42.14214464
chr1	1620000	1630000	41.27098321
chr1	1630000	1640000	42.58128079
chr1	1640000	1650000	42.80148883
chr1	1650000	1660000	39.01369863
chr1	1660000	1670000	32.94117647
chr1	1670000	1680000	29.56944444
chr1	1680000	1690000	34.94236311
chr1	1690000	1700000	35.10330579
chr1	1700000	1710000	38.80810811
chr1	1710000	1720000	40.49726776
chr1	1720000	1730000	42.65326633
chr1	1730000	1740000	42.93835616
chr1	1740000	1750000	42.90728477
chr1	1750000	1760000	40.83783784
chr1	1760000	1770000	41.03628118
chr1	1770000	1780000	41.04528302
chr1	1780000	1790000	39.6309795
chr1	1790000	1800000	40.91203704
chr1	1800000	1810000	32.06837607
chr1	1810000	1820000	37.93192488
chr1	1820000	1830000	40.40046838
chr1	1830000	1840000	31.90322581
chr1	1840000	1850000	40.11058824
chr1	1850000	1860000	39.69146006
chr1	1860000	1870000	39.18269231
chr1	1870000	1880000	38.10815308
chr1	1880000	1890000	39.48760331
chr1	1890000	1900000	38.70570108
chr1	1900000	1910000	41.252218
chr1	1910000	1920000	40.72154964
chr1	1920000	1930000	35.53846154
chr1	1930000	1940000	40.8559322
chr1	1940000	1950000	39.77594728
chr1	1950000	1960000	37.71062271
chr1	1960000	1970000	41.84064665
chr1	1970000	1980000	41.01226994
chr1	1980000	1990000	44.19512195
chr1	1990000	2000000	41.32879819
chr1	2000000	2010000	39.27152318
chr1	2010000	2020000	38.78973105
chr1	2020000	2030000	41.94252874
chr1	2030000	2040000	32.5284738
chr1	2040000	2050000	20.05112474
chr1	2050000	2060000	18.38541667
chr1	2060000	2070000	25.33440514
chr1	2070000	2080000	35.68243785
chr1	2080000	2090000	30.96946565
chr1	2090000	2100000	27.51147541
chr1	2100000	2110000	26.06003937
chr1	2110000	2120000	22.05463183
chr1	2120000	2130000	31.56721915
chr1	2130000	2140000	26.04824561
chr1	2140000	2150000	29.44971537
chr1	2150000	2160000	27.9092219
chr1	2160000	2170000	38.54545455
chr1	2170000	2180000	28.62650602
chr1	2180000	2190000	33.13983051
chr1	2190000	2200000	28.39651416
chr1	2200000	2210000	23.73291139
chr1	2210000	2220000	30.85953711
chr1	2220000	2230000	38.72034564
